unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
594,4,58,20.0034,0.7007,0.0,491.19,607.32,1486.18,1244.0,9.35,13.66,334.45,2323.91,8717.39,1.08,44.37,315.46,2388.06,8060.78,9.2021,0.02,365,2324,100.0,24.57,14.7263,3,2
610,4,74,20.0019,0.7,0.0,491.19,607.26,1485.85,1251.66,9.35,13.65,334.59,2323.95,8715.71,1.08,44.23,315.16,2388.12,8056.82,9.2288,0.02,365,2324,100.0,24.55,14.6886,3,2
614,4,78,20.0062,0.7,0.0,491.19,607.24,1490.32,1254.57,9.35,13.65,334.55,2323.95,8715.74,1.08,44.59,314.75,2388.13,8057.34,9.2344,0.02,366,2324,100.0,24.58,14.7381,3,2
618,4,82,20.0059,0.7,0.0,491.19,607.14,1486.87,1252.56,9.35,13.66,335.41,2323.92,8719.65,1.08,44.52,314.92,2388.07,8058.89,9.2425,0.02,366,2324,100.0,24.36,14.7534,3,2
636,4,100,20.0041,0.7004,0.0,491.19,607.91,1489.46,1246.84,9.35,13.66,334.44,2323.98,8733.9,1.08,44.58,314.77,2388.12,8062.24,9.2525,0.02,366,2324,100.0,24.58,14.6763,3,2
642,4,106,20.0021,0.7017,0.0,491.19,607.59,1489.01,1245.64,9.35,13.66,334.86,2323.97,8728.19,1.08,44.46,314.64,2388.16,8065.09,9.2634,0.02,366,2324,100.0,24.47,14.6564,3,2
647,4,111,20.0022,0.7,0.0,491.19,607.58,1494.87,1251.02,9.35,13.66,334.61,2324.02,8732.47,1.08,44.41,314.15,2388.16,8063.2,9.2384,0.02,364,2324,100.0,24.51,14.7767,4,2
655,4,119,20.002,0.7,0.0,491.19,607.39,1489.21,1258.85,9.35,13.66,333.81,2324.02,8733.58,1.08,44.63,314.87,2388.18,8064.32,9.2419,0.03,365,2324,100.0,24.34,14.5915,4,2
660,4,124,19.9997,0.7006,0.0,491.19,607.1,1490.76,1249.15,9.35,13.66,334.75,2324.05,8730.02,1.07,44.68,314.44,2388.2,8067.83,9.2953,0.02,367,2324,100.0,24.32,14.8205,4,2
662,4,126,19.9988,0.7002,0.0,491.19,607.79,1488.24,1261.17,9.35,13.66,334.68,2324.08,8730.14,1.08,44.57,314.55,2388.23,8061.52,9.2422,0.02,367,2324,100.0,24.33,14.6436,4,2
673,4,137,20.0065,0.7011,0.0,491.19,607.67,1494.61,1264.0,9.35,13.66,333.77,2324.15,8737.76,1.07,44.79,313.98,2388.28,8068.49,9.2642,0.02,367,2324,100.0,24.35,14.5812,4,2
679,4,143,20.0007,0.7,0.0,491.19,607.96,1484.93,1265.96,9.35,13.66,333.55,2324.19,8746.87,1.07,44.69,314.8,2388.3,8081.82,9.2773,0.03,368,2324,100.0,24.26,14.5843,4,2
692,4,156,20.0044,0.7,0.0,491.19,608.39,1491.39,1268.9,9.35,13.66,333.51,2324.32,8760.4,1.07,44.88,313.27,2388.47,8088.86,9.3002,0.03,367,2324,100.0,24.29,14.5783,4,2
694,4,158,20.0054,0.7016,0.0,491.19,608.11,1501.99,1272.12,9.35,13.66,332.4,2324.37,8763.07,1.07,44.87,313.92,2388.54,8089.24,9.2899,0.03,369,2324,100.0,24.09,14.557,4,2
696,5,1,20.0016,0.7,0.0,491.19,607.11,1484.48,1253.9,9.35,13.65,334.75,2323.89,8717.79,1.08,44.13,315.29,2387.98,8059.29,9.1802,0.02,365,2324,100.0,24.42,14.6833,1,2
700,5,5,19.9986,0.7,0.0,491.19,607.26,1475.1,1246.44,9.35,13.65,334.22,2323.92,8709.25,1.08,44.37,315.65,2387.99,8050.3,9.2228,0.02,363,2324,100.0,24.66,14.6512,1,2
706,5,11,20.0026,0.7,0.0,491.19,606.76,1479.99,1248.48,9.35,13.65,334.92,2323.9,8713.06,1.08,44.27,315.59,2388.07,8057.77,9.186,0.02,364,2324,100.0,24.68,14.6651,1,2
710,5,15,19.9989,0.7,0.0,491.19,607.0,1474.26,1244.83,9.35,13.65,333.98,2323.94,8717.91,1.08,44.18,314.6,2388.02,8058.64,9.2144,0.02,364,2324,100.0,24.78,14.805,1,2
715,5,20,20.0024,0.7004,0.0,491.19,607.71,1482.16,1243.86,9.35,13.66,335.88,2323.86,8714.43,1.08,44.15,314.69,2388.04,8050.22,9.2073,0.02,365,2324,100.0,24.57,14.7046,1,2
716,5,21,20.0017,0.7,0.0,491.19,607.08,1480.26,1245.32,9.35,13.65,335.23,2323.94,8718.33,1.08,44.31,315.04,2388.11,8055.22,9.1575,0.02,365,2324,100.0,24.59,14.7063,1,2
719,5,24,20.0004,0.7016,0.0,491.19,607.54,1479.88,1254.47,9.35,13.65,334.96,2323.93,8716.83,1.08,44.12,315.78,2388.06,8062.94,9.2356,0.02,365,2324,100.0,24.48,14.6693,1,2
760,5,65,19.9987,0.7,0.0,491.19,607.36,1482.94,1247.44,9.35,13.65,335.01,2323.95,8715.83,1.08,44.21,315.18,2388.05,8060.29,9.2095,0.02,364,2324,100.0,24.39,14.7577,1,2
762,5,67,20.0036,0.7003,0.0,491.19,608.01,1481.41,1252.08,9.35,13.65,335.01,2323.9,8713.24,1.08,44.41,315.51,2388.08,8054.25,9.1779,0.02,364,2324,100.0,24.56,14.5936,1,2
771,5,76,20.0045,0.7,0.0,491.19,607.1,1483.52,1248.48,9.35,13.65,335.29,2323.91,8719.21,1.08,44.33,314.9,2388.03,8053.99,9.179,0.02,365,2324,100.0,24.75,14.7973,1,2
781,5,86,20.0034,0.7,0.0,491.19,607.12,1484.33,1243.32,9.35,13.65,335.23,2323.98,8717.45,1.08,44.3,315.53,2388.04,8060.12,9.2334,0.02,364,2324,100.0,24.53,14.6288,1,2
782,5,87,20.0043,0.7,0.0,491.19,607.39,1479.69,1248.33,9.35,13.65,335.24,2323.9,8714.59,1.08,44.09,315.79,2388.07,8054.04,9.2109,0.02,367,2324,100.0,24.49,14.7387,1,2
783,5,88,20.0061,0.7007,0.0,491.19,607.15,1489.51,1244.06,9.35,13.65,334.9,2323.92,8721.44,1.08,44.2,315.52,2388.06,8055.74,9.206,0.02,363,2324,100.0,24.49,14.6813,1,2
785,5,90,20.0026,0.7,0.0,491.19,607.24,1483.51,1247.37,9.35,13.65,334.58,2323.93,8722.36,1.08,44.22,315.1,2388.06,8049.32,9.2107,0.02,364,2324,100.0,24.52,14.7257,1,2
797,5,102,20.0044,0.7011,0.0,491.19,607.29,1485.8,1244.13,9.35,13.65,334.75,2323.91,8716.88,1.08,44.34,315.38,2388.04,8054.96,9.1958,0.02,364,2324,100.0,24.66,14.7171,1,2
801,5,106,20.0068,0.7,0.0,491.19,607.89,1483.33,1242.84,9.35,13.65,335.59,2323.93,8715.91,1.08,44.27,314.72,2388.09,8051.36,9.1945,0.02,364,2324,100.0,24.41,14.7177,1,2
802,5,107,20.0076,0.7014,0.0,491.19,606.88,1479.8,1242.26,9.35,13.65,334.76,2323.91,8723.6,1.08,44.4,314.6,2388.08,8060.1,9.2247,0.02,366,2324,100.0,24.56,14.6689,1,2
811,5,116,19.9981,0.7,0.0,491.19,607.0,1479.41,1247.86,9.35,13.65,334.27,2323.92,8725.35,1.08,44.25,314.78,2388.07,8059.43,9.2084,0.02,364,2324,100.0,24.58,14.7309,1,2
825,5,130,19.9994,0.7,0.0,491.19,607.46,1483.63,1253.34,9.35,13.65,334.59,2323.89,8721.82,1.08,44.37,315.3,2388.05,8057.68,9.2043,0.02,365,2324,100.0,24.58,14.7159,1,2
826,5,131,20.0016,0.7005,0.0,491.19,607.27,1491.12,1249.95,9.35,13.66,334.51,2323.95,8717.51,1.08,44.37,315.19,2388.08,8055.92,9.2171,0.02,365,2324,100.0,24.63,14.6314,1,2
833,5,138,20.0059,0.7005,0.0,491.19,607.47,1484.08,1250.75,9.35,13.66,335.08,2323.91,8720.38,1.07,44.38,315.79,2388.09,8054.86,9.2117,0.02,365,2324,100.0,24.49,14.6876,1,2
835,5,140,20.0015,0.7001,0.0,491.19,607.78,1490.08,1252.13,9.35,13.66,334.63,2323.95,8722.32,1.08,44.39,314.44,2388.09,8060.73,9.2188,0.02,366,2324,100.0,24.48,14.7676,1,2
840,5,145,20.0025,0.7,0.0,491.19,607.98,1482.8,1250.24,9.35,13.66,334.2,2323.97,8722.65,1.08,44.32,315.22,2388.09,8050.84,9.2475,0.02,364,2324,100.0,24.49,14.6562,1,2
844,5,149,20.0031,0.7,0.0,491.19,607.43,1478.34,1251.52,9.35,13.66,334.58,2324.01,8714.84,1.08,44.28,315.71,2388.0,8055.21,9.217,0.02,364,2324,100.0,24.71,14.8146,1,2
845,5,150,20.0049,0.7,0.0,491.19,607.4,1484.02,1252.34,9.35,13.65,334.4,2323.91,8717.39,1.07,44.42,315.05,2388.07,8056.3,9.2119,0.02,365,2324,100.0,24.38,14.6659,1,2
