unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
52,1,53,24.9987,0.62,80.0,462.54,536.67,1263.28,1055.82,7.05,9.02,176.51,1915.28,8007.59,0.94,36.75,164.65,2028.11,7868.23,10.9078,0.02,308,1915,84.93,14.27,8.4892,2,6
59,1,60,25.0007,0.6205,80.0,462.54,536.29,1258.32,1046.34,7.05,9.03,175.92,1915.27,7994.07,0.94,36.8,164.32,2028.12,7871.56,10.8864,0.02,306,1915,84.93,14.27,8.5942,2,6
60,1,61,25.0005,0.62,80.0,462.54,536.81,1260.04,1040.87,7.05,9.03,175.69,1915.32,8014.26,0.94,36.93,164.63,2028.13,7870.93,10.906,0.02,307,1915,84.93,14.08,8.4732,2,6
63,1,64,25.0015,0.6208,80.0,462.54,536.71,1260.22,1045.97,7.05,9.02,175.52,1915.25,8010.99,0.94,36.68,164.59,2028.07,7867.69,10.8546,0.02,307,1915,84.93,14.26,8.5667,2,6
66,1,67,24.9995,0.6211,80.0,462.54,536.7,1269.91,1050.78,7.05,9.03,175.48,1915.25,8014.04,0.94,36.77,164.33,2028.13,7865.65,10.9145,0.02,307,1915,84.93,14.27,8.4948,2,6
69,1,70,25.0033,0.62,80.0,462.54,536.91,1256.88,1051.52,7.05,9.02,175.11,1915.25,8011.37,0.94,36.72,164.44,2028.14,7863.69,10.8577,0.02,305,1915,84.93,14.35,8.6743,2,6
82,1,83,25.0027,0.6206,80.0,462.54,536.73,1258.32,1045.61,7.05,9.03,175.59,1915.24,8003.64,0.94,36.84,164.4,2028.14,7871.64,10.9091,0.02,306,1915,84.93,14.26,8.5331,3,6
86,1,87,25.0046,0.6214,80.0,462.54,536.81,1265.37,1046.02,7.05,9.03,175.01,1915.3,8008.46,0.94,36.74,164.88,2028.12,7876.84,10.8608,0.02,306,1915,84.93,14.31,8.6195,3,6
91,1,92,25.0066,0.6203,80.0,462.54,536.85,1262.92,1041.91,7.05,9.02,175.82,1915.29,8013.53,0.94,36.74,164.31,2028.17,7865.2,10.8906,0.02,306,1915,84.93,14.21,8.6321,3,6
94,1,95,25.0076,0.6212,80.0,462.54,536.69,1260.79,1049.05,7.05,9.03,175.24,1915.29,8008.24,0.94,37.02,164.24,2028.13,7868.8,10.8922,0.02,307,1915,84.93,14.16,8.5706,3,6
104,1,105,25.0,0.6205,80.0,462.54,537.11,1264.29,1048.02,7.05,9.02,176.33,1915.27,8011.37,0.94,36.57,164.58,2028.19,7868.97,10.9211,0.02,307,1915,84.93,14.32,8.5528,3,6
113,1,114,25.0005,0.62,80.0,462.54,536.16,1267.57,1050.13,7.05,9.02,175.78,1915.34,8006.23,0.94,36.71,164.67,2028.2,7873.22,10.9281,0.02,307,1915,84.93,14.31,8.5116,3,6
114,1,115,24.9994,0.62,80.0,462.54,536.45,1267.62,1047.23,7.05,9.03,175.46,1915.26,8003.81,0.94,36.67,164.7,2028.14,7866.89,10.8761,0.02,308,1915,84.93,14.17,8.456,3,6
115,1,116,25.0022,0.62,80.0,462.54,537.04,1260.39,1053.2,7.05,9.03,175.41,1915.27,8009.8,0.94,36.64,164.09,2028.18,7870.05,10.9322,0.02,307,1915,84.93,14.28,8.6131,3,6
120,1,121,25.0048,0.6214,80.0,462.54,536.73,1259.21,1050.36,7.05,9.03,175.78,1915.26,8004.19,0.94,36.94,164.69,2028.17,7870.03,10.8887,0.02,307,1915,84.93,14.18,8.646,3,6
123,1,124,25.0022,0.62,80.0,462.54,537.05,1263.04,1049.81,7.05,9.03,175.02,1915.29,8009.45,0.94,36.92,164.43,2028.15,7874.06,10.8803,0.02,307,1915,84.93,14.2,8.573,3,6
124,1,125,24.9987,0.62,80.0,462.54,536.81,1261.01,1053.15,7.05,9.02,175.54,1915.26,8006.61,0.94,36.76,164.6,2028.13,7875.02,10.9287,0.02,307,1915,84.93,14.31,8.4927,3,6
143,1,144,25.0044,0.62,80.0,462.54,536.99,1267.74,1056.41,7.05,9.03,174.96,1915.32,8008.94,0.94,36.91,164.0,2028.19,7875.62,10.9238,0.02,306,1915,84.93,14.37,8.4848,3,6
149,1,150,24.999,0.6207,80.0,462.54,537.24,1264.25,1052.88,7.05,9.02,175.5,1915.34,8018.38,0.94,36.96,164.76,2028.27,7874.32,10.9462,0.02,308,1915,84.93,14.09,8.5106,3,6
150,1,151,25.0048,0.6208,80.0,462.54,536.23,1261.93,1048.74,7.05,9.03,174.99,1915.35,8009.84,0.94,36.84,164.09,2028.24,7874.73,10.9435,0.02,308,1915,84.93,14.25,8.5888,3,6
156,1,157,25.0075,0.6203,80.0,462.54,536.74,1263.06,1053.39,7.05,9.03,175.85,1915.3,8008.99,0.94,36.93,164.35,2028.21,7871.09,10.9404,0.02,308,1915,84.93,14.28,8.6661,3,6
157,1,158,25.0023,0.62,80.0,462.54,536.32,1265.96,1061.35,7.05,9.02,175.42,1915.3,8007.9,0.94,36.97,165.1,2028.24,7869.93,10.925,0.02,308,1915,84.93,14.22,8.4629,3,6
158,1,159,25.0076,0.62,80.0,462.54,536.58,1266.53,1049.79,7.05,9.03,175.34,1915.3,8014.56,0.94,36.8,164.38,2028.19,7874.42,10.945,0.02,308,1915,84.93,14.14,8.5634,3,6
159,1,160,25.0057,0.62,80.0,462.54,536.98,1264.84,1048.78,7.05,9.03,175.58,1915.29,8012.4,0.94,36.85,164.66,2028.22,7871.76,10.9327,0.02,308,1915,84.93,14.4,8.5171,3,6
160,1,161,25.0075,0.62,80.0,462.54,536.76,1263.34,1049.95,7.05,9.03,175.68,1915.26,8008.46,0.94,36.81,164.3,2028.17,7873.38,10.913,0.02,307,1915,84.93,14.3,8.4691,3,6
167,1,168,25.0061,0.62,80.0,462.54,536.61,1267.44,1052.47,7.05,9.03,174.57,1915.29,8014.16,0.94,36.93,163.9,2028.14,7863.52,10.9083,0.02,309,1915,84.93,14.23,8.4932,3,6
173,1,174,25.0025,0.6205,80.0,462.54,537.49,1266.88,1059.79,7.05,9.03,174.99,1915.28,8009.84,0.94,36.83,164.39,2028.16,7875.51,10.9905,0.02,308,1915,84.93,14.22,8.5245,4,6
187,1,188,25.0016,0.6205,80.0,462.54,537.28,1267.36,1060.59,7.05,9.03,175.27,1915.38,8004.94,0.94,37.17,164.48,2028.28,7876.8,10.9345,0.02,309,1915,84.93,14.19,8.5965,4,6
200,1,201,25.0011,0.6209,80.0,462.54,537.12,1274.09,1050.7,7.05,9.03,175.32,1915.34,8015.35,0.94,37.28,164.32,2028.24,7880.73,10.9669,0.02,309,1915,84.93,14.13,8.4999,4,6
202,1,203,25.0076,0.6218,80.0,462.54,537.29,1271.51,1058.99,7.05,9.03,174.51,1915.33,8013.96,0.94,37.1,164.42,2028.21,7875.53,10.9811,0.02,308,1915,84.93,14.12,8.5246,4,6
204,1,205,25.0042,0.62,80.0,462.54,537.14,1276.27,1061.96,7.05,9.03,175.17,1915.36,8017.99,0.94,37.13,164.01,2028.2,7876.9,10.9827,0.02,308,1915,84.93,14.27,8.5256,4,6
207,1,208,24.9994,0.6211,80.0,462.54,537.19,1267.91,1062.92,7.05,9.03,174.95,1915.38,8018.29,0.94,37.33,164.23,2028.25,7873.08,10.9397,0.02,310,1915,84.93,14.27,8.4359,4,6
213,1,214,25.001,0.62,80.0,462.54,537.42,1271.69,1061.78,7.05,9.03,174.47,1915.35,8013.35,0.94,37.15,163.72,2028.2,7879.83,11.0199,0.02,310,1915,84.93,14.29,8.4012,4,6
214,1,215,25.0043,0.6217,80.0,462.54,537.58,1274.71,1064.33,7.05,9.03,175.13,1915.37,8017.26,0.94,37.29,163.82,2028.25,7875.62,11.0186,0.02,309,1915,84.93,14.29,8.6067,4,6
229,2,7,24.9989,0.6217,80.0,462.54,536.41,1253.28,1048.21,7.05,9.03,176.43,1915.36,8005.12,0.94,36.44,165.19,2028.3,7876.97,10.8466,0.02,306,1915,84.93,14.37,8.6758,2,6
234,2,12,25.0044,0.6204,80.0,462.54,536.19,1251.18,1042.32,7.05,9.02,175.62,1915.35,8014.01,0.94,36.43,165.53,2028.31,7873.51,10.8644,0.02,305,1915,84.93,14.38,8.637,2,6
249,2,27,24.9994,0.6203,80.0,462.54,536.41,1254.84,1041.38,7.05,9.03,175.43,1915.33,8010.08,0.94,36.57,164.42,2028.28,7877.11,10.8327,0.02,304,1915,84.93,14.47,8.7392,3,6
250,2,28,24.9997,0.6211,80.0,462.54,536.48,1261.27,1044.26,7.05,9.02,175.44,1915.38,8006.22,0.94,36.41,165.02,2028.34,7874.82,10.886,0.02,306,1915,84.93,14.47,8.5947,3,6
255,2,33,25.0074,0.6215,80.0,462.54,536.73,1253.35,1046.4,7.05,9.02,175.87,1915.37,8007.21,0.94,36.74,164.52,2028.28,7874.06,10.8511,0.02,306,1915,84.93,14.64,8.515,3,6
264,2,42,25.0,0.62,80.0,462.54,536.5,1256.77,1043.92,7.05,9.03,175.38,1915.39,8009.97,0.94,36.64,164.44,2028.26,7876.67,10.8522,0.02,307,1915,84.93,14.39,8.594,3,6
267,2,45,25.005,0.62,80.0,462.54,536.17,1254.9,1040.01,7.05,9.02,175.87,1915.26,8018.44,0.94,36.6,164.71,2028.17,7875.96,10.8341,0.02,306,1915,84.93,14.36,8.652,3,6
269,2,47,25.006,0.6209,80.0,462.54,536.23,1256.82,1040.98,7.05,9.02,175.48,1915.42,8006.24,0.94,36.7,164.56,2028.2,7873.76,10.8334,0.02,305,1915,84.93,14.35,8.674,3,6
270,2,48,25.0077,0.62,80.0,462.54,536.42,1258.77,1041.97,7.05,9.02,176.16,1915.39,8011.39,0.94,36.52,164.82,2028.28,7874.6,10.8498,0.02,306,1915,84.93,14.38,8.5679,3,6
271,2,49,24.9991,0.6209,80.0,462.54,536.11,1255.63,1033.53,7.05,9.02,174.98,1915.34,8012.92,0.94,36.49,164.51,2028.23,7872.71,10.8747,0.02,306,1915,84.93,14.27,8.6887,3,6
279,2,57,25.0029,0.62,80.0,462.54,536.77,1255.89,1045.86,7.05,9.02,175.3,1915.4,8012.69,0.94,36.55,164.55,2028.26,7879.39,10.8886,0.02,307,1915,84.93,14.43,8.5948,3,6
284,2,62,25.0015,0.62,80.0,462.54,536.62,1255.5,1050.3,7.05,9.03,175.56,1915.32,8002.48,0.94,36.7,164.72,2028.21,7876.57,10.8396,0.02,306,1915,84.93,14.26,8.5653,3,6
285,2,63,25.0049,0.62,80.0,462.54,536.35,1258.69,1044.04,7.05,9.02,175.29,1915.35,8011.3,0.94,36.51,164.8,2028.27,7872.06,10.8941,0.02,306,1915,84.93,14.27,8.5791,3,6
290,2,68,25.0057,0.6217,80.0,462.54,536.84,1258.31,1046.94,7.05,9.03,175.33,1915.34,8019.83,0.94,36.53,164.54,2028.28,7873.65,10.8671,0.02,306,1915,84.93,14.24,8.5607,3,6
304,2,82,25.0021,0.62,80.0,462.54,536.66,1254.0,1043.53,7.05,9.03,175.33,1915.37,8005.69,0.94,36.37,164.91,2028.27,7872.29,10.8591,0.02,305,1915,84.93,14.57,8.6179,3,6
311,2,89,25.0043,0.62,80.0,462.54,536.57,1257.14,1039.18,7.05,9.02,174.94,1915.28,8011.08,0.94,36.47,164.8,2028.22,7866.53,10.8649,0.02,307,1915,84.93,14.39,8.5857,3,6
319,2,97,25.0015,0.6206,80.0,462.54,536.35,1266.65,1049.76,7.05,9.03,175.48,1915.36,8008.76,0.94,36.61,164.46,2028.2,7875.15,10.9058,0.02,306,1915,84.93,14.32,8.5867,3,6
320,2,98,25.0026,0.6219,80.0,462.54,536.84,1263.81,1046.93,7.05,9.03,175.62,1915.33,8006.57,0.94,36.73,165.01,2028.16,7870.55,10.8756,0.02,306,1915,84.93,14.24,8.5659,3,6
348,2,126,25.0017,0.62,80.0,462.54,537.03,1257.74,1044.7,7.05,9.03,175.44,1915.24,8013.44,0.94,36.76,164.36,2028.1,7869.82,10.9203,0.02,307,1915,84.93,14.16,8.4604,4,6
353,2,131,25.0061,0.62,80.0,462.54,537.02,1272.69,1050.09,7.05,9.02,174.93,1915.23,8004.13,0.94,36.88,164.81,2028.11,7871.08,10.8964,0.02,308,1915,84.93,14.39,8.5452,4,6
361,2,139,25.0029,0.62,80.0,462.54,536.66,1263.15,1051.23,7.05,9.03,174.86,1915.28,8012.48,0.94,36.78,164.68,2028.07,7868.41,10.9258,0.02,309,1915,84.93,14.19,8.6021,4,6
386,2,164,25.0013,0.62,80.0,462.54,537.29,1271.97,1066.91,7.05,9.03,174.72,1915.02,8003.46,0.94,37.2,163.92,2027.87,7861.65,11.0341,0.02,311,1915,84.93,14.16,8.3219,4,6
389,3,3,25.0071,0.6213,80.0,462.54,536.61,1258.63,1051.53,7.05,9.02,174.93,1915.03,8003.65,0.94,36.76,165.26,2027.93,7864.62,10.8909,0.02,306,1915,84.93,14.08,8.6033,3,6
395,3,9,25.0031,0.6213,80.0,462.54,536.54,1264.96,1051.5,7.05,9.02,176.0,1915.06,7997.65,0.94,36.92,164.99,2027.99,7860.92,10.8907,0.02,308,1915,84.93,14.11,8.6195,3,6
399,3,13,25.0022,0.62,80.0,462.54,536.9,1258.41,1044.79,7.05,9.03,174.6,1915.14,7999.19,0.94,36.88,164.98,2027.93,7864.41,10.8829,0.02,307,1915,84.93,14.34,8.5451,3,6
411,3,25,25.0008,0.62,80.0,462.54,536.73,1269.97,1053.92,7.05,9.02,175.43,1915.06,8005.26,0.94,36.87,164.75,2027.91,7860.53,10.9169,0.02,308,1915,84.93,14.37,8.628,3,6
417,3,31,25.0038,0.6212,80.0,462.54,536.64,1263.32,1051.27,7.05,9.03,174.86,1915.06,7994.87,0.94,36.8,164.49,2027.98,7860.75,10.8986,0.02,308,1915,84.93,14.28,8.5564,3,6
424,3,38,25.0072,0.62,80.0,462.54,536.78,1267.89,1054.16,7.05,9.03,175.64,1915.13,8001.37,0.94,36.84,164.43,2027.96,7861.42,10.9455,0.02,306,1915,84.93,14.06,8.5372,3,6
427,3,41,25.0056,0.62,80.0,462.54,537.67,1256.16,1045.26,7.05,9.03,175.04,1915.16,8002.54,0.94,36.71,164.51,2027.97,7864.69,10.9473,0.02,308,1915,84.93,14.08,8.6496,3,6
429,3,43,24.9981,0.62,80.0,462.54,536.7,1258.84,1049.76,7.05,9.02,176.16,1915.07,7997.86,0.94,36.97,164.17,2027.96,7860.89,10.9135,0.02,307,1915,84.93,14.28,8.5569,3,6
440,3,54,25.0063,0.62,80.0,462.54,536.67,1272.74,1048.22,7.05,9.03,174.62,1915.1,7995.21,0.94,36.83,164.32,2028.0,7860.88,10.8814,0.02,307,1915,84.93,14.18,8.4641,3,6
441,3,55,25.0067,0.62,80.0,462.54,536.81,1264.14,1052.19,7.05,9.03,175.37,1915.1,7996.43,0.94,36.88,164.2,2027.88,7863.01,10.9123,0.02,307,1915,84.93,14.25,8.5501,3,6
447,3,61,24.9984,0.62,80.0,462.54,536.56,1261.6,1046.05,7.05,9.02,175.59,1915.14,7999.8,0.94,36.76,164.47,2028.02,7866.19,10.9456,0.02,308,1915,84.93,14.14,8.5577,3,6
448,3,62,25.0043,0.62,80.0,462.54,536.54,1260.4,1046.36,7.05,9.03,175.29,1915.11,7998.78,0.94,36.95,164.98,2027.99,7859.78,10.9291,0.02,306,1915,84.93,14.39,8.4958,3,6
454,3,68,25.0022,0.62,80.0,462.54,536.67,1268.19,1050.45,7.05,9.03,175.59,1915.02,7996.53,0.94,36.73,164.33,2027.97,7856.73,10.9145,0.02,308,1915,84.93,14.3,8.6056,3,6
462,3,76,25.0005,0.62,80.0,462.54,537.37,1259.27,1049.25,7.05,9.02,175.09,1915.03,8001.54,0.94,37.03,164.54,2027.99,7858.7,10.9378,0.02,308,1915,84.93,14.2,8.4454,3,6
466,3,80,25.0053,0.62,80.0,462.54,536.99,1262.63,1053.36,7.05,9.03,175.17,1915.05,7991.54,0.94,36.77,164.07,2027.91,7863.44,10.9009,0.02,308,1915,84.93,14.18,8.4675,3,6
481,3,95,25.0006,0.62,80.0,462.54,536.78,1256.45,1049.18,7.05,9.02,175.3,1915.07,8005.4,0.94,36.9,164.87,2027.96,7856.21,10.9664,0.02,309,1915,84.93,14.35,8.5364,3,6
482,3,96,24.9988,0.62,80.0,462.54,537.08,1271.61,1055.24,7.05,9.03,176.3,1915.05,7998.61,0.94,37.06,164.54,2027.97,7858.74,10.9128,0.02,308,1915,84.93,14.17,8.6126,3,6
484,3,98,25.0073,0.62,80.0,462.54,537.14,1270.76,1063.37,7.05,9.03,175.89,1915.01,8003.14,0.94,36.85,164.77,2027.95,7861.66,10.93,0.02,309,1915,84.93,14.25,8.3723,3,6
489,3,103,24.9989,0.6201,80.0,462.54,537.16,1262.9,1066.85,7.05,9.03,174.64,1915.07,7995.06,0.94,36.91,164.44,2027.88,7863.51,10.9316,0.02,307,1915,84.93,14.28,8.6597,4,6
491,3,105,25.0032,0.62,80.0,462.54,536.99,1265.82,1051.82,7.05,9.03,175.25,1915.08,7998.02,0.94,36.81,163.87,2027.9,7857.01,10.9389,0.02,309,1915,84.93,14.26,8.5927,4,6
507,3,121,24.9981,0.62,80.0,462.54,536.93,1263.15,1060.32,7.05,9.03,175.03,1914.99,8000.38,0.94,37.23,164.46,2027.86,7861.45,10.9675,0.02,310,1915,84.93,14.33,8.5225,4,6
514,3,128,24.9998,0.6205,80.0,462.54,537.27,1268.06,1055.28,7.05,9.03,174.92,1915.04,7995.87,0.94,37.04,164.73,2027.85,7862.31,10.9581,0.02,309,1915,84.93,14.15,8.5269,4,6
519,3,133,25.0018,0.62,80.0,462.54,537.06,1261.93,1055.39,7.05,9.03,174.5,1915.01,7995.22,0.94,37.05,164.27,2027.9,7858.57,10.9331,0.02,310,1915,84.93,14.11,8.551,4,6
520,3,134,25.0047,0.6212,80.0,462.54,536.93,1271.48,1056.49,7.05,9.03,174.81,1915.01,7996.8,0.94,37.11,163.68,2027.8,7859.24,10.9925,0.02,308,1915,84.93,14.15,8.5008,4,6
531,3,145,25.0069,0.62,80.0,462.54,536.51,1266.28,1064.99,7.05,9.03,174.79,1914.9,7989.93,0.94,37.23,164.59,2027.73,7857.02,10.989,0.02,308,1915,84.93,14.17,8.5027,4,6
536,3,150,25.004,0.6214,80.0,462.54,537.44,1273.77,1072.6,7.05,9.03,175.06,1914.89,7991.25,0.94,37.36,164.17,2027.72,7854.34,10.9848,0.02,310,1915,84.93,14.01,8.5062,4,6
542,4,6,25.0055,0.6212,80.0,462.54,536.28,1259.41,1044.35,7.05,9.03,176.29,1915.2,8001.76,0.94,36.61,164.53,2028.17,7870.72,10.8682,0.02,308,1915,84.93,14.35,8.5436,2,6
544,4,8,24.9993,0.62,80.0,462.54,537.45,1256.57,1043.64,7.05,9.03,175.46,1915.33,8013.42,0.94,36.7,164.99,2028.14,7873.07,10.8746,0.02,306,1915,84.93,14.46,8.5324,2,6
546,4,10,25.0038,0.622,80.0,462.54,536.35,1260.75,1043.97,7.05,9.03,176.05,1915.28,8006.99,0.94,36.54,164.48,2028.18,7867.76,10.8601,0.02,306,1915,84.93,14.22,8.485,3,6
550,4,14,25.006,0.62,80.0,462.54,536.91,1267.58,1042.14,7.05,9.03,175.4,1915.34,8008.44,0.94,36.68,164.77,2028.21,7876.81,10.8587,0.02,307,1915,84.93,14.35,8.672,3,6
553,4,17,25.0055,0.62,80.0,462.54,536.61,1265.54,1045.07,7.05,9.02,175.81,1915.28,8004.88,0.94,36.6,164.91,2028.16,7869.01,10.8909,0.02,308,1915,84.93,14.33,8.4391,3,6
556,4,20,25.003,0.6216,80.0,462.54,536.96,1261.37,1042.77,7.05,9.02,175.42,1915.27,8007.38,0.94,36.71,164.76,2028.15,7874.26,10.8765,0.02,306,1915,84.93,14.28,8.6593,3,6
558,4,22,25.0061,0.62,80.0,462.54,536.71,1257.99,1048.08,7.05,9.02,175.75,1915.28,8007.2,0.94,36.74,164.61,2028.14,7876.95,10.8816,0.02,306,1915,84.93,14.25,8.6089,3,6
559,4,23,24.9998,0.622,80.0,462.54,537.06,1255.65,1043.84,7.05,9.03,175.39,1915.25,7999.27,0.94,36.73,165.01,2028.12,7873.74,10.8837,0.02,304,1915,84.93,14.36,8.6572,3,6
585,4,49,25.0075,0.6202,80.0,462.54,537.14,1269.03,1039.53,7.05,9.03,175.55,1915.35,8012.78,0.94,36.61,164.45,2028.14,7875.76,10.8979,0.02,308,1915,84.93,14.31,8.6331,3,6
587,4,51,25.0058,0.62,80.0,462.54,536.38,1258.32,1039.46,7.05,9.02,175.31,1915.27,8007.45,0.94,36.63,165.05,2028.15,7873.14,10.8923,0.02,308,1915,84.93,14.25,8.5307,3,6
591,4,55,24.9989,0.62,80.0,462.54,537.12,1255.66,1045.32,7.05,9.03,174.94,1915.32,8010.42,0.94,36.6,163.72,2028.21,7872.87,10.8768,0.02,307,1915,84.93,14.4,8.5633,3,6
599,4,63,25.0053,0.62,80.0,462.54,536.37,1259.59,1042.03,7.05,9.03,175.94,1915.28,8006.55,0.94,36.8,164.21,2028.17,7875.02,10.8957,0.02,307,1915,84.93,14.17,8.608,3,6
601,4,65,24.9987,0.62,80.0,462.54,536.63,1267.49,1049.08,7.05,9.02,176.53,1915.29,8007.32,0.94,36.8,165.12,2028.19,7878.44,10.9065,0.02,307,1915,84.93,14.14,8.6609,3,6
606,4,70,25.0067,0.622,80.0,462.54,537.25,1255.61,1049.36,7.05,9.02,175.5,1915.34,8007.05,0.94,36.61,164.41,2028.19,7872.59,10.9151,0.02,307,1915,84.93,14.08,8.4894,3,6
608,4,72,25.006,0.6211,80.0,462.54,536.01,1251.56,1050.08,7.05,9.03,175.84,1915.34,8017.35,0.94,36.72,164.4,2028.26,7870.17,10.9141,0.02,305,1915,84.93,14.4,8.5566,3,6
612,4,76,25.0048,0.62,80.0,462.54,536.5,1258.51,1050.07,7.05,9.02,174.76,1915.32,8012.52,0.94,36.42,164.53,2028.15,7872.72,10.8843,0.02,305,1915,84.93,14.2,8.4906,3,6
615,4,79,25.0011,0.62,80.0,462.54,536.95,1263.43,1051.92,7.05,9.03,175.63,1915.3,8006.43,0.94,36.66,164.68,2028.21,7867.55,10.8834,0.02,307,1915,84.93,14.54,8.474,3,6
620,4,84,25.0,0.62,80.0,462.54,537.13,1263.82,1042.23,7.05,9.03,175.12,1915.3,8012.93,0.94,36.75,164.26,2028.19,7872.86,10.9063,0.02,308,1915,84.93,14.32,8.5392,3,6
629,4,93,25.0078,0.6214,80.0,462.54,536.82,1258.47,1052.38,7.05,9.03,175.98,1915.33,8013.48,0.94,36.92,164.64,2028.21,7869.07,10.8921,0.02,307,1915,84.93,14.36,8.5507,3,6
631,4,95,25.0034,0.62,80.0,462.54,536.81,1255.07,1051.63,7.05,9.03,175.51,1915.36,8013.34,0.94,36.75,164.42,2028.23,7879.75,10.9146,0.02,307,1915,84.93,14.45,8.4949,3,6
635,4,99,25.0075,0.62,80.0,462.54,537.13,1258.92,1048.79,7.05,9.03,175.44,1915.35,8016.74,0.94,36.74,164.63,2028.22,7876.03,10.944,0.02,309,1915,84.93,14.34,8.5228,3,6
639,4,103,25.0013,0.62,80.0,462.54,536.72,1264.34,1051.85,7.05,9.03,175.34,1915.4,8016.78,0.94,36.91,164.31,2028.36,7876.98,10.9214,0.02,307,1915,84.93,14.41,8.593,3,6
646,4,110,25.0041,0.62,80.0,462.54,536.77,1266.0,1046.88,7.05,9.03,174.9,1915.41,8011.54,0.94,36.67,164.15,2028.27,7880.59,10.9206,0.02,308,1915,84.93,14.31,8.6217,4,6
648,4,112,25.0011,0.6213,80.0,462.54,537.5,1261.57,1050.65,7.05,9.03,175.76,1915.47,8014.58,0.94,36.8,164.18,2028.3,7879.09,10.9459,0.02,309,1915,84.93,14.19,8.6089,4,6
649,4,113,25.0071,0.6219,80.0,462.54,537.18,1265.16,1053.26,7.05,9.03,175.82,1915.44,8014.07,0.94,36.97,164.19,2028.31,7882.8,10.9416,0.02,307,1915,84.93,14.29,8.5256,4,6
657,4,121,25.0042,0.6212,80.0,462.54,537.07,1265.69,1052.59,7.05,9.03,176.03,1915.41,8008.0,0.94,36.99,164.1,2028.3,7878.63,10.9506,0.02,309,1915,84.93,14.28,8.5155,4,6
674,4,138,25.0027,0.6204,80.0,462.54,537.21,1269.41,1056.06,7.05,9.03,175.19,1915.55,8026.5,0.94,36.88,164.11,2028.53,7887.6,10.9655,0.02,308,1915,84.93,14.02,8.4543,4,6
678,4,142,25.0067,0.62,80.0,462.54,536.9,1272.72,1056.21,7.05,9.03,174.69,1915.6,8024.12,0.94,37.06,164.13,2028.51,7886.66,11.0042,0.02,310,1915,84.93,14.26,8.6811,4,6
